"POSITION_X	",POSITION_Y,POSITION_T
1193.158,292.42,1270
1196.207,295.718,1271
1196.323,297.082,1272
1197.209,298.188,1273
1197.476,299.85,1274
1198.2,301.317,1275
1200.311,300.622,1276
1202.174,299.473,1277
1202.681,298.83,1279
1184.754,317.502,1280
1195.999,299.675,1281
1192.476,301.72,1282
1190.791,304.795,1283
1189.894,304.716,1284
1188.491,307.711,1285
1187.938,308.537,1286
1187.37,309.36,1287
1187.726,309.871,1288
1187.518,308.998,1289
1187.42,308.675,1290
1188.404,307.575,1291
1189.518,306.292,1292
1189.246,305.029,1293
1189.84,303.44,1294
1190.771,303.221,1295
1190.275,300.585,1296
1190.442,298.821,1297
1190.599,297.903,1298
1190.364,296.946,1299
1189.881,296.852,1300
1189.36,297.152,1301
1189.267,295.956,1302
1189.262,294.572,1303
1189.279,293.263,1304
1188.417,293.087,1305
1188.19,292.223,1306
1188.206,291.338,1307
1188.588,289.601,1308
1188.507,288.902,1309
1189.21,288.002,1310
1189.15,288.261,1311
1189.249,288.424,1312
1189.126,288.296,1313
1189.647,289.098,1314
1192.029,292.182,1315
1195.664,290.987,1316
1197.572,289.514,1317
1198.256,289.075,1318
1199.98,288.783,1319
1201.762,287.583,1320
1205.604,286.357,1321
1207.307,286.003,1322
1208.123,285.266,1323
1209.657,285.236,1324
1209.868,284.073,1325
1205.744,281.923,1326
1204.436,281.491,1327
1204.437,281.691,1328
1204.338,282.328,1329
1204.273,282.526,1330
1200.856,285.355,1331
1199.551,286.724,1332
1200.205,289.085,1333
1200.948,290.679,1334
1202.322,293.121,1335
1202.745,296.295,1336
1202.483,297.42,1337
1203.086,300.426,1338
1202.404,302.814,1339
1202.357,305.595,1340
1201.421,310.325,1341
1201.505,313.526,1342
1200.837,315.865,1343
1200.707,317.092,1344
1200.276,319.853,1345
1199.15,323.122,1346
1199.014,324.876,1347
1198.441,326.437,1348
1197.391,328.788,1349
1197.287,328.848,1350
1197.433,331.136,1351
1198.117,329.708,1352
1198.15,328.445,1353
1198.34,327.887,1354
1197.946,328.079,1355
1197.804,326.568,1356
1198.371,326.209,1357
1199.197,323.215,1358
1198.637,321.122,1359
1198.168,318.458,1360
1195.778,316.006,1361
1194.617,315.329,1362
1193.005,314.84,1363
1192.614,313.453,1364
1191.543,312.233,1365
1189.015,310.357,1366
1188.323,308.284,1367
1187.102,307.813,1368
1186.39,306.744,1369
1186.003,305.601,1370
1184.867,303.33,1371
1184.322,302.478,1372
1183.458,300.977,1373
1183.588,300.66,1374
1182.969,298.976,1375
1181.053,296.619,1376
1180.87,295.326,1377
1179.743,294.323,1378
1178.917,292.848,1379
1177.779,290.099,1380
1176.518,286.348,1381
1175.902,285.19,1382
1175.707,284.189,1383
1175.272,281.678,1384
1174.259,279.368,1385
1173.424,275.028,1386
1173.296,273.244,1387
1173.291,269.901,1388
1173.154,267.833,1389
1172.97,265.35,1390
1172.708,262.421,1391
1172.439,262.126,1392
1172.764,261.339,1393
1172.912,260.062,1394
1173.335,258.036,1395
1173.26,254.017,1396
1173.848,251.778,1397
1174.453,250.272,1398
1174.363,249.084,1399
1174.378,248.189,1400
1174.568,246.091,1401
1175.024,243.71,1402
1174.938,241.939,1403
1175.879,240.053,1404
1176.43,238.101,1405
1176.453,234.947,1406
1176.251,233.255,1407
1175.959,230.147,1408
1174.814,227.226,1409
1178.653,216.464,1414
1181.029,213.085,1415
1183.465,207.827,1416
1190.833,198.737,1420
1189.004,195.318,1421
1188.324,194.56,1422
1183.869,193.086,1423
1177.614,190.624,1424
1178.942,187.479,1425
1181.366,185.07,1426
1187.549,195.896,1429
1186.858,195.875,1430
1185.332,203.6,1431
1187.158,218.101,1439
1187.112,219.986,1440
1188.865,223.46,1441
1189.573,224.575,1442
1190.25,225.678,1443
1190.503,226.705,1444
1190.839,227.511,1445
1191.001,228.899,1446
1190.615,228.904,1447
1190.821,229.407,1448
1190.883,229.985,1449
1191.194,230.602,1450
1191.099,231.838,1451
1190.905,232.652,1452
1189.686,232.642,1453
1189.225,232.828,1454
1189.029,233.804,1455
1187.607,237.789,1456
1186.504,239.372,1457
1185.102,241.558,1458
1184.492,243.277,1459
1183.277,245.34,1460
1181.242,248.886,1461
1179.537,250.697,1462
1177.8,252.932,1463
1176.233,254.512,1464
1175.254,255.959,1465
1171.309,258.586,1466
1169.221,260.078,1467
1165.758,262.205,1468
1163.953,263.011,1469
1161.881,264.597,1470
1154.685,268.702,1471
