POSITION_X,POSITION_Y,POSITION_T
396.743,810.695,880
397.503,816.969,881
393.157,827.685,882
389.764,835.095,883
386.783,834.664,884
385.591,835.401,885
383.487,834.691,886
386.43,830.007,887
379.899,806.708,888
381.425,801.402,889
388.093,788.823,890
390.985,785.481,891
401.051,781.892,892
410.771,781.927,893
415.823,786.969,894
410.683,787.979,895
411.767,794.233,896
409.569,802.473,897
405.367,809.496,898
404.077,814.365,899
401.661,814.582,900
395.668,816.073,901
391.378,811.146,902
378.308,807.526,903
374.895,798.161,904
370.613,797.776,905
370.871,790.666,906
376.187,788.69,907
379.527,785.414,908
381.224,787.296,909
389.616,786.702,910
394.972,786.769,911
410.266,786.494,912
414.436,789.145,913
416.836,793.631,914
419.806,798.642,915
420.877,808.239,916
416.974,812.402,917
410.763,822.574,918
405.707,824.744,919
392.867,825.931,920
386.83,825.123,921
375.543,816.277,922
370.144,809.921,923
368.97,801.8,924
370.937,787.53,925
372.798,780.493,926
381.544,775.726,927
381.5,777.798,928
382.126,784.826,929
400.38,795.049,930
404.971,796.137,931
404.395,802.211,932
404.098,814.001,933
399.893,817.586,934
396.956,824.485,935
385.43,828.312,936
378.718,831.952,937
366.512,828.966,938
362.054,821.977,939
353.31,809.302,940
350.625,803.617,941
351.86,794.542,942
358.916,780.622,943
362.691,775.238,944
370.608,773.483,945
371.225,774.127,946
368.139,777.933,947
374.216,791.917,948
380.116,797.143,949
379.036,811.815,950
376.539,816.542,951
368.613,826.908,952
362.354,829.954,953
349.022,835.098,954
353.189,831.674,955
360.822,815.557,956
362.274,810.389,957
370.245,796.138,958
371.914,791.967,959
370.914,805.863,960
362.31,821.213,961
357.278,824.476,962
351.059,828.513,963
345.368,826.547,964
337.751,814.049,965
335.369,809.197,966
333.619,804.553,967
333.537,800.586,968
342.764,786.701,969
353.28,782.046,970
359.839,786.837,971
343.547,799.472,972
339.556,803.486,973
334.872,808.092,974
330.365,809.499,975
330.995,808.076,976
337.943,786.306,977
340.41,778.762,978
343.427,772.137,979
359.581,773.519,980
369.806,778.586,981
375.731,781.943,982
378.769,788.711,983
373.072,790.636,984
356.056,793.83,985
346.178,797.428,986
346.321,796.588,987
343.289,791.227,988
339.175,791.954,989
332.612,779.958,990
326.674,768.756,991
331.732,776.334,992
341.622,783.911,993
347.355,794.463,994
344.717,797.139,995
341.112,800.863,996
337.645,808.95,997
331.502,811.488,998
322.183,812.854,999
